barcode	isoform_id	normalized_count
TCGA-A6-5659-01A-01R-1653-07	uc001adv.2	7.6636
TCGA-A6-5659-01A-01R-1653-07	uc001adw.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001adx.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ady.2	29.9981
TCGA-A6-5659-01A-01R-1653-07	uc001aea.2	27.4308
TCGA-A6-5659-01A-01R-1653-07	uc001aeb.2	396.9154
TCGA-A6-5659-01A-01R-1653-07	uc001aec.1	24.6959
TCGA-A6-5659-01A-01R-1653-07	uc001aed.2	115.3176
TCGA-A6-5659-01A-01R-1653-07	uc001aee.1	1161.1984
TCGA-A6-5659-01A-01R-1653-07	uc001aef.1	20.9647
TCGA-A6-5659-01A-01R-1653-07	uc001aeg.1	16.424
TCGA-A6-5659-01A-01R-1653-07	uc001aeh.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001aei.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001aej.1	5.0005
TCGA-A6-5659-01A-01R-1653-07	uc001aek.1	34.6489
TCGA-A6-5659-01A-01R-1653-07	uc001ael.1	4.9382
TCGA-A6-5659-01A-01R-1653-07	uc001aem.1	59.4932
TCGA-A6-5659-01A-01R-1653-07	uc001aen.1	15.1308
TCGA-A6-5659-01A-01R-1653-07	uc001aeo.2	568.541
TCGA-A6-5659-01A-01R-1653-07	uc001aer.3	733.7341
TCGA-A6-5659-01A-01R-1653-07	uc001aeu.1	20.9311
TCGA-A6-5659-01A-01R-1653-07	uc001aew.2	193.304
TCGA-A6-5659-01A-01R-1653-07	uc001aex.3	9.7663
TCGA-A6-5659-01A-01R-1653-07	uc001aey.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001aez.2	423.4793
TCGA-A6-5659-01A-01R-1653-07	uc001afa.2	1.8632
TCGA-A6-5659-01A-01R-1653-07	uc001afb.1	898.2613
TCGA-A6-5659-01A-01R-1653-07	uc001afc.2	424.8156
TCGA-A6-5659-01A-01R-1653-07	uc001afd.2	171.3143
TCGA-A6-5659-01A-01R-1653-07	uc001aff.1	319.4511
TCGA-A6-5659-01A-01R-1653-07	uc001afg.1	22.0615
TCGA-A6-5659-01A-01R-1653-07	uc001afh.2	259.6082
TCGA-A6-5659-01A-01R-1653-07	uc001afi.2	368.2297
TCGA-A6-5659-01A-01R-1653-07	uc001afj.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001afk.2	41.8239
TCGA-A6-5659-01A-01R-1653-07	uc001afm.2	381.7415
TCGA-A6-5659-01A-01R-1653-07	uc001afn.1	26.1328
TCGA-A6-5659-01A-01R-1653-07	uc001afo.3	1755.3645
TCGA-A6-5659-01A-01R-1653-07	uc001afp.2	19.1062
TCGA-A6-5659-01A-01R-1653-07	uc001afq.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001afr.2	9.68
TCGA-A6-5659-01A-01R-1653-07	uc001afs.2	1559.4358
TCGA-A6-5659-01A-01R-1653-07	uc001aft.2	146.0868
TCGA-A6-5659-01A-01R-1653-07	uc001afv.2	225.0551
TCGA-A6-5659-01A-01R-1653-07	uc001afw.2	16.5533
TCGA-A6-5659-01A-01R-1653-07	uc001afx.2	191.1294
TCGA-A6-5659-01A-01R-1653-07	uc001afy.2	156.3991
TCGA-A6-5659-01A-01R-1653-07	uc001afz.1	22.0615
TCGA-A6-5659-01A-01R-1653-07	uc001aga.1	818.6225
TCGA-A6-5659-01A-01R-1653-07	uc001agb.1	541.1677
TCGA-A6-5659-01A-01R-1653-07	uc001agc.1	8.133
TCGA-A6-5659-01A-01R-1653-07	uc001agd.2	3009.2825
TCGA-A6-5659-01A-01R-1653-07	uc001age.1	184.0789
TCGA-A6-5659-01A-01R-1653-07	uc001agf.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001agg.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001agh.2	62.7838
TCGA-A6-5659-01A-01R-1653-07	uc001agi.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001agj.2	7.2181
TCGA-A6-5659-01A-01R-1653-07	uc001agk.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001agl.1	125.5724
TCGA-A6-5659-01A-01R-1653-07	uc001agm.2	7.745
TCGA-A6-5659-01A-01R-1653-07	uc001agn.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ago.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001agp.2	9.9291
TCGA-A6-5659-01A-01R-1653-07	uc001agq.2	1.9063
TCGA-A6-5659-01A-01R-1653-07	uc001agr.2	21.2137
TCGA-A6-5659-01A-01R-1653-07	uc001ags.1	86.3828
TCGA-A6-5659-01A-01R-1653-07	uc001agt.1	797.1884
TCGA-A6-5659-01A-01R-1653-07	uc001agv.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001agw.1	.6227
TCGA-A6-5659-01A-01R-1653-07	uc001agx.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001agy.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001agz.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001aha.1	70.6342
TCGA-A6-5659-01A-01R-1653-07	uc001ahc.1	17.243
TCGA-A6-5659-01A-01R-1653-07	uc001ahe.3	891.8287
TCGA-A6-5659-01A-01R-1653-07	uc001ahf.3	148.4194
TCGA-A6-5659-01A-01R-1653-07	uc001ahg.3	29.4856
TCGA-A6-5659-01A-01R-1653-07	uc001ahh.3	851.5471
TCGA-A6-5659-01A-01R-1653-07	uc001ahi.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ahj.3	20.2845
TCGA-A6-5659-01A-01R-1653-07	uc001aht.1	152.1506
TCGA-A6-5659-01A-01R-1653-07	uc001ahu.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ahv.1	8.5736
TCGA-A6-5659-01A-01R-1653-07	uc001ahw.1	4.8951
TCGA-A6-5659-01A-01R-1653-07	uc001ahx.1	8.3485
TCGA-A6-5659-01A-01R-1653-07	uc001ahy.2	19.1398
TCGA-A6-5659-01A-01R-1653-07	uc001ahz.2	.6849
TCGA-A6-5659-01A-01R-1653-07	uc001aia.1	110.4368
TCGA-A6-5659-01A-01R-1653-07	uc001aib.1	4.0186
TCGA-A6-5659-01A-01R-1653-07	uc001aic.2	1397.7967
TCGA-A6-5659-01A-01R-1653-07	uc001aid.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001aie.2	26.8321
TCGA-A6-5659-01A-01R-1653-07	uc001aif.2	10673.0482
TCGA-A6-5659-01A-01R-1653-07	uc001aig.1	.9579
TCGA-A6-5659-01A-01R-1653-07	uc001aih.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001aii.2	47.2315
TCGA-A6-5659-01A-01R-1653-07	uc001aij.2	23.1775
TCGA-A6-5659-01A-01R-1653-07	uc001aik.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ail.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001aim.1	1.4369
TCGA-A6-5659-01A-01R-1653-07	uc001ain.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001aio.1	2.8738
TCGA-A6-5659-01A-01R-1653-07	uc001aip.2	22.0328
TCGA-A6-5659-01A-01R-1653-07	uc001aiq.2	249.3869
TCGA-A6-5659-01A-01R-1653-07	uc001air.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ais.2	319.7193
TCGA-A6-5659-01A-01R-1653-07	uc001ait.2	5.422
TCGA-A6-5659-01A-01R-1653-07	uc001aiu.1	17.8226
TCGA-A6-5659-01A-01R-1653-07	uc001aiv.1	56.6577
TCGA-A6-5659-01A-01R-1653-07	uc001aiw.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001aix.1	20.5432
TCGA-A6-5659-01A-01R-1653-07	uc001aiy.2	214.6949
TCGA-A6-5659-01A-01R-1653-07	uc001aiz.1	15.8061
TCGA-A6-5659-01A-01R-1653-07	uc001aja.3	1923.0769
TCGA-A6-5659-01A-01R-1653-07	uc001ajb.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ajc.3	16.2851
TCGA-A6-5659-01A-01R-1653-07	uc001ajd.1	17.3819
TCGA-A6-5659-01A-01R-1653-07	uc001aje.1	2140.3822
TCGA-A6-5659-01A-01R-1653-07	uc001ajf.1	58.3916
TCGA-A6-5659-01A-01R-1653-07	uc001ajg.2	75.0407
TCGA-A6-5659-01A-01R-1653-07	uc001ajh.2	549.7318
TCGA-A6-5659-01A-01R-1653-07	uc001aji.1	5.8052
TCGA-A6-5659-01A-01R-1653-07	uc001ajj.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ajk.1	9.2681
TCGA-A6-5659-01A-01R-1653-07	uc001ajl.1	6.0015
TCGA-A6-5659-01A-01R-1653-07	uc001ajm.1	372.1621
TCGA-A6-5659-01A-01R-1653-07	uc001ajn.2	2.3949
TCGA-A6-5659-01A-01R-1653-07	uc001ajo.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ajp.2	76.6309
TCGA-A6-5659-01A-01R-1653-07	uc001ajq.2	2.2991
TCGA-A6-5659-01A-01R-1653-07	uc001ajr.2	654.9957
TCGA-A6-5659-01A-01R-1653-07	uc001ajs.2	8.5305
TCGA-A6-5659-01A-01R-1653-07	uc001ajt.1	125.5436
TCGA-A6-5659-01A-01R-1653-07	uc001aju.1	751.6093
TCGA-A6-5659-01A-01R-1653-07	uc001ajv.1	80.3669
TCGA-A6-5659-01A-01R-1653-07	uc001ajw.1	725.012
TCGA-A6-5659-01A-01R-1653-07	uc001ajx.1	187.7527
TCGA-A6-5659-01A-01R-1653-07	uc001ajy.2	10.6955
TCGA-A6-5659-01A-01R-1653-07	uc001ajz.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001aka.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001akc.2	4.0234
TCGA-A6-5659-01A-01R-1653-07	uc001akd.2	15.6433
TCGA-A6-5659-01A-01R-1653-07	uc001ake.2	.4838
TCGA-A6-5659-01A-01R-1653-07	uc001akf.2	1.9015
TCGA-A6-5659-01A-01R-1653-07	uc001akg.3	671.2808
TCGA-A6-5659-01A-01R-1653-07	uc001aki.2	123.8864
TCGA-A6-5659-01A-01R-1653-07	uc001akj.2	39.8122
TCGA-A6-5659-01A-01R-1653-07	uc001akk.2	51.1495
TCGA-A6-5659-01A-01R-1653-07	uc001akl.2	129.4233
TCGA-A6-5659-01A-01R-1653-07	uc001akm.2	2178.4271
TCGA-A6-5659-01A-01R-1653-07	uc001akn.3	171.2233
TCGA-A6-5659-01A-01R-1653-07	uc001ako.2	400.7999
TCGA-A6-5659-01A-01R-1653-07	uc001akp.2	114.9056
TCGA-A6-5659-01A-01R-1653-07	uc001akq.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001akr.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001aks.2	11.1792
TCGA-A6-5659-01A-01R-1653-07	uc001akt.3	7.2038
TCGA-A6-5659-01A-01R-1653-07	uc001akv.2	1.4369
TCGA-A6-5659-01A-01R-1653-07	uc001akw.3	10.5374
TCGA-A6-5659-01A-01R-1653-07	uc001akx.1	1732.4456
TCGA-A6-5659-01A-01R-1653-07	uc001aky.2	410.2548
TCGA-A6-5659-01A-01R-1653-07	uc001akz.2	17.1137
TCGA-A6-5659-01A-01R-1653-07	uc001ala.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001alb.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001alc.2	321.2425
TCGA-A6-5659-01A-01R-1653-07	uc001ald.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ale.2	5.2783
TCGA-A6-5659-01A-01R-1653-07	uc001alf.2	488.7346
TCGA-A6-5659-01A-01R-1653-07	uc001alg.2	11.0308
TCGA-A6-5659-01A-01R-1653-07	uc001alh.3	19.9636
TCGA-A6-5659-01A-01R-1653-07	uc001ali.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001alj.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001alm.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001aln.2	1.9159
TCGA-A6-5659-01A-01R-1653-07	uc001alo.3	.479
TCGA-A6-5659-01A-01R-1653-07	uc001alp.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001alq.1	287.0534
TCGA-A6-5659-01A-01R-1653-07	uc001alr.1	24.1259
TCGA-A6-5659-01A-01R-1653-07	uc001als.1	4.6173
TCGA-A6-5659-01A-01R-1653-07	uc001alt.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001alu.2	8.8706
TCGA-A6-5659-01A-01R-1653-07	uc001alv.1	140.0326
TCGA-A6-5659-01A-01R-1653-07	uc001alw.1	618.5985
TCGA-A6-5659-01A-01R-1653-07	uc001alx.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001aly.1	7.5342
TCGA-A6-5659-01A-01R-1653-07	uc001alz.1	4.1287
TCGA-A6-5659-01A-01R-1653-07	uc001ama.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001amb.1	2.0979
TCGA-A6-5659-01A-01R-1653-07	uc001amc.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001amd.2	12726.3148
TCGA-A6-5659-01A-01R-1653-07	uc001ame.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001amf.1	2.7733
TCGA-A6-5659-01A-01R-1653-07	uc001amg.2	41.024
TCGA-A6-5659-01A-01R-1653-07	uc001amh.2	.5556
TCGA-A6-5659-01A-01R-1653-07	uc001amk.2	2117.4011
TCGA-A6-5659-01A-01R-1653-07	uc001aml.2	356.0159
TCGA-A6-5659-01A-01R-1653-07	uc001amm.2	3.3528
TCGA-A6-5659-01A-01R-1653-07	uc001amo.1	691.1629
TCGA-A6-5659-01A-01R-1653-07	uc001amp.1	174.8204
TCGA-A6-5659-01A-01R-1653-07	uc001amq.2	379.2461
TCGA-A6-5659-01A-01R-1653-07	uc001amr.2	572.392
TCGA-A6-5659-01A-01R-1653-07	uc001ams.2	9.2394
TCGA-A6-5659-01A-01R-1653-07	uc001amt.2	293.5722
TCGA-A6-5659-01A-01R-1653-07	uc001amu.2	3.7695
TCGA-A6-5659-01A-01R-1653-07	uc001amv.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001amw.2	6.2267
TCGA-A6-5659-01A-01R-1653-07	uc001amx.2	106.811
TCGA-A6-5659-01A-01R-1653-07	uc001amy.2	48.041
TCGA-A6-5659-01A-01R-1653-07	uc001amz.2	354.7754
TCGA-A6-5659-01A-01R-1653-07	uc001ana.2	6.7583
TCGA-A6-5659-01A-01R-1653-07	uc001anb.2	31.1716
TCGA-A6-5659-01A-01R-1653-07	uc001anc.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001and.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ane.2	37.6185
TCGA-A6-5659-01A-01R-1653-07	uc001anf.2	.5364
TCGA-A6-5659-01A-01R-1653-07	uc001ang.2	12.8987
TCGA-A6-5659-01A-01R-1653-07	uc001anh.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ani.1	17.3484
TCGA-A6-5659-01A-01R-1653-07	uc001anj.1	21.0317
TCGA-A6-5659-01A-01R-1653-07	uc001ank.1	106.6434
TCGA-A6-5659-01A-01R-1653-07	uc001anl.1	39.9799
TCGA-A6-5659-01A-01R-1653-07	uc001anm.1	127.1674
TCGA-A6-5659-01A-01R-1653-07	uc001ann.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001ano.1	23.8912
TCGA-A6-5659-01A-01R-1653-07	uc001anp.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001anq.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001anr.1	30.8028
TCGA-A6-5659-01A-01R-1653-07	uc001ans.2	207.1654
TCGA-A6-5659-01A-01R-1653-07	uc001ant.2	2.9313
TCGA-A6-5659-01A-01R-1653-07	uc001anu.2	4.0856
TCGA-A6-5659-01A-01R-1653-07	uc001anv.2	1.3842
TCGA-A6-5659-01A-01R-1653-07	uc001anw.2	1.1783
TCGA-A6-5659-01A-01R-1653-07	uc001anx.2	77.0811
TCGA-A6-5659-01A-01R-1653-07	uc001any.1	16.2037
TCGA-A6-5659-01A-01R-1653-07	uc001anz.1	72.8279
TCGA-A6-5659-01A-01R-1653-07	uc001aoa.2	138.3705
TCGA-A6-5659-01A-01R-1653-07	uc001aob.3	692.5951
TCGA-A6-5659-01A-01R-1653-07	uc001aoc.2	134.5196
TCGA-A6-5659-01A-01R-1653-07	uc001aod.2	45.536
TCGA-A6-5659-01A-01R-1653-07	uc001aoe.1	15.878
TCGA-A6-5659-01A-01R-1653-07	uc001aof.2	1697.9117
TCGA-A6-5659-01A-01R-1653-07	uc001aog.2	1.9303
TCGA-A6-5659-01A-01R-1653-07	uc001aoh.2	477.038
TCGA-A6-5659-01A-01R-1653-07	uc001aoi.2	1.2741
TCGA-A6-5659-01A-01R-1653-07	uc001aoj.2	41.1725
TCGA-A6-5659-01A-01R-1653-07	uc001aok.3	45.1959
TCGA-A6-5659-01A-01R-1653-07	uc001aol.2	3016.5725
TCGA-A6-5659-01A-01R-1653-07	uc001aon.2	.7616
TCGA-A6-5659-01A-01R-1653-07	uc001aoo.2	23.4505
TCGA-A6-5659-01A-01R-1653-07	uc001aop.2	61.5241
TCGA-A6-5659-01A-01R-1653-07	uc001aoq.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001aor.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001aos.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001aot.2	15.3271
TCGA-A6-5659-01A-01R-1653-07	uc001aou.3	2319.0248
TCGA-A6-5659-01A-01R-1653-07	uc001aov.3	84.2897
TCGA-A6-5659-01A-01R-1653-07	uc001aow.3	17.3915
TCGA-A6-5659-01A-01R-1653-07	uc001aox.3	2321.8747
TCGA-A6-5659-01A-01R-1653-07	uc001aoy.1	35.171
TCGA-A6-5659-01A-01R-1653-07	uc001aoz.2	2106.0399
TCGA-A6-5659-01A-01R-1653-07	uc001apa.1	72.8087
TCGA-A6-5659-01A-01R-1653-07	uc001apb.2	7.6875
TCGA-A6-5659-01A-01R-1653-07	uc001apc.2	7.6396
TCGA-A6-5659-01A-01R-1653-07	uc001apd.2	2330.4052
TCGA-A6-5659-01A-01R-1653-07	uc001ape.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001apf.2	715.2984
TCGA-A6-5659-01A-01R-1653-07	uc001apg.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001aph.1	14.0962
TCGA-A6-5659-01A-01R-1653-07	uc001api.1	111.548
TCGA-A6-5659-01A-01R-1653-07	uc001apj.1	33941.5318
TCGA-A6-5659-01A-01R-1653-07	uc001apk.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001apl.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001apm.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001apo.2	18.4692
TCGA-A6-5659-01A-01R-1653-07	uc001app.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001apq.1	24.9018
TCGA-A6-5659-01A-01R-1653-07	uc001apr.2	3.8893
TCGA-A6-5659-01A-01R-1653-07	uc001aps.2	4.009
TCGA-A6-5659-01A-01R-1653-07	uc001apt.2	3212.9514
TCGA-A6-5659-01A-01R-1653-07	uc001apv.2	592.0107
TCGA-A6-5659-01A-01R-1653-07	uc001apw.2	360.6955
TCGA-A6-5659-01A-01R-1653-07	uc001apx.2	3.3241
TCGA-A6-5659-01A-01R-1653-07	uc001apy.2	182.4217
TCGA-A6-5659-01A-01R-1653-07	uc001apz.2	480.956
TCGA-A6-5659-01A-01R-1653-07	uc001aqa.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001aqb.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001aqc.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001aqd.2	2.3949
TCGA-A6-5659-01A-01R-1653-07	uc001aqe.3	8.3724
TCGA-A6-5659-01A-01R-1653-07	uc001aqf.2	1703.281
TCGA-A6-5659-01A-01R-1653-07	uc001aqh.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001aqi.2	1463.4639
TCGA-A6-5659-01A-01R-1653-07	uc001aqk.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001aql.1	545.5503
TCGA-A6-5659-01A-01R-1653-07	uc001aqm.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001aqn.2	5.2879
TCGA-A6-5659-01A-01R-1653-07	uc001aqo.2	539.7835
TCGA-A6-5659-01A-01R-1653-07	uc001aqp.2	376.9518
TCGA-A6-5659-01A-01R-1653-07	uc001aqq.2	14.8482
TCGA-A6-5659-01A-01R-1653-07	uc001aqr.3	1070.7252
TCGA-A6-5659-01A-01R-1653-07	uc001aqs.3	32.6708
TCGA-A6-5659-01A-01R-1653-07	uc001aqt.1	0
TCGA-A6-5659-01A-01R-1653-07	uc001aqu.2	347.1741
TCGA-A6-5659-01A-01R-1653-07	uc001aqv.3	232.7618
TCGA-A6-5659-01A-01R-1653-07	uc001aqw.3	1099.4875
TCGA-A6-5659-01A-01R-1653-07	uc001aqx.3	0
TCGA-A6-5659-01A-01R-1653-07	uc001aqy.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001aqz.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001ara.2	458.6311
TCGA-A6-5659-01A-01R-1653-07	uc001arb.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001arc.2	2482.9965
TCGA-A6-5659-01A-01R-1653-07	uc001ard.2	88.0831
TCGA-A6-5659-01A-01R-1653-07	uc001are.2	50.7232
TCGA-A6-5659-01A-01R-1653-07	uc001arf.2	8.1473
TCGA-A6-5659-01A-01R-1653-07	uc001arg.2	1.5902
TCGA-A6-5659-01A-01R-1653-07	uc001arh.2	233.4946
TCGA-A6-5659-01A-01R-1653-07	uc001ari.2	4.9238
TCGA-A6-5659-01A-01R-1653-07	uc001arj.2	371.9753
TCGA-A6-5659-01A-01R-1653-07	uc001ark.2	290.9235
TCGA-A6-5659-01A-01R-1653-07	uc001arl.2	1.9159
TCGA-A6-5659-01A-01R-1653-07	uc001arm.1	4.7897
TCGA-A6-5659-01A-01R-1653-07	uc001arn.2	0
TCGA-A6-5659-01A-01R-1653-07	uc001aro.2	663.4017
TCGA-A6-5659-01A-01R-1653-07	uc001arp.1	127.8667
